"고유번호","시설명","담당구","주소","연락처","홈페이지","추천수","주출입구 접근로 여부","장애인 전용 주차구역 여부","주출입구 높이차이 제거 여부","장애인용 승강기 여부","장애인 화장실 여부","장애인용 객실 이용가능 여부","장애인용 관람석 이용가능 여부","장애인 매표소 여부","시각장애인 편의서비스 여부","청각장애인 편의서비스 여부","안내 서비스 여부","휠체어 대여 여부"
"3211","청원중학교","노원구","서울시 노원구 한글비석로 506","02-3399-7718","http://www.cheongwon.ms.kr/","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3803","대림정보문화도서관","영등포구","서울시 영등포구 도신로 27","02-828-3700","http://www.dllib.or.kr/index.jsp","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"1595","천주교행당동성당","성동구","서울시 성동구 행당로6길  74","02-2299-8961","ch.catholic.or.kr/haengdang","0","Y","Y","Y","N","N","N","Y","N","N","N","N","N"
"3825","아침햇살어린이집","중랑구","서울시 중랑구 면목로54길 67","02-492-4440","","0","N","Y","Y","Y","N","N","N","N","N","N","N","N"
"900","오라클피부과","송파구","서울시 송파구 올림픽로 102","02-416-2750","","0","Y","N","Y","Y","N","N","N","N","N","N","N","N"
"2024","정인교회","성북구","서울시 성북구 서경로6길  70","02-916-7061","www.jeongin.org","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"3795","서울과학기술대학교(중앙도서관)","노원구","서울시 노원구 공릉로 232","02-970-6156","www.library.seoultech.ac.kr/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"5293","에이스하이엔드타워8차","금천구","서울시 금천구 가산디지털1로  84","","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4241","명일어린이집","강동구","서울시 강동구 양재대로134길 27","02-3427-4825(팩스)","","3","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"4238","빙고어린이집","송파구","서울시 송파구 삼학사로4길 13-1","02-417-3937","","0","Y","Y","Y","N","N","Y","N","N","N","N","N","N"
"2090","홈플러스 금천점","금천구","서울시 금천구 시흥대로 391","02-890-8000","www.homeplus.co.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"146","신정1동주민센터","양천구","서울시 양천구 중앙로32길 1","02-2620-4190","http://place.map.daum.net/7980164","0","Y","Y","N","N","Y","N","N","N","N","N","N","N"
"559","월드컵지구대","마포구","서울시 마포구 월드컵북로30길 24","02-373-1113 ","","0","N","Y","Y","N","Y","N","N","N","N","N","N","N"
"161","사당1동주민센터","동작구","서울시 동작구 동작대로17길 28","02-582-8582","http://www.dongjak.go.kr/dong/main/main.do?dongCode=08","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"1427","메가박스 상봉","중랑구","서울시 중랑구 망우로30길 3","1544-0070","http://www.megabox.co.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"767","시흥우체국","금천구","서울시 금천구 시흥대로 217","02-802-0205","","0","N","Y","Y","N","Y","N","N","N","N","N","N","N"
"133","잠실본동주민센터","송파구","서울시 송파구 백제고분로15길 ","02-2147-4600","http://www.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&cate_id=BC2500000000","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"411","상봉지구대","중랑구","서울시 중랑구 중랑천로 69","02-433-1675","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"1407","CGV대학로","종로구","서울시 종로구 새문안로 75","1544-1122","http://www.cgv.co.kr/","1","Y","N","Y","Y","Y","N","N","N","N","N","N","N"
"826","남성역","동작구","서울시 동작구 사당로 218","02-6311-7371.","","0","Y","N","Y","N","N","N","N","N","N","N","N","N"
"2093","압구정갤러리아백화점EAST","강남구","서울시 강남구 압구정로 407","02-3449-4114","dept.gallera.co.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"284","상봉2동주민센터","중랑구","서울시 중랑구 봉우재로 93-5","02-2094-6280","http://dong.jungnang.seoul.kr/dong/main.do?dong=08","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"307","성내3동 주민센터","강동구","서울시 강동구 강동대로53길 76","02-3425-7820","http://dong.gangdong.go.kr/site/contents/dong/3240055/main.jsp?uri=http%3A%2F%2Fdong.gangdong.go.kr%2Fsite%2Fcontents%2Fdong%2F3240055%2Fmain.jsp","0","Y","Y","N","N","Y","N","N","N","N","N","N","N"
"776","종로보건소","종로구","서울시 종로구 자하문로19길 36","02-2148-3520","http://health.jongno.go.kr/healthMain.do","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"1453","우현빌딩","노원구","서울시 노원구 화랑로 325","","","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"4184","아람어린이집","성북구","서울시 성북구 화랑로13길 87","02-919-7979","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3247","옥정중학교","성동구","서울시 성동구 한림말길 11","02-2297-4604","www.okjung.ms.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3385","강서공고","강서구","서울시 강서구 방화대로47길 9","02-2666-2106","www.gangseo-th.hs.kr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4427","구립로야어린이집","동작구","서울시 동작구 상도로62길 87","02-882-2246","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3408","경문고등학교","동작구","서울시 동작구 동작대로 171","02-535-1301","http://www.kyungmoon.hs.kr/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4686","능동주민센터","광진구","서울시 광진구 천호대로112길 55","02-450-1505","http://www.gwangjin.go.kr/office/index.jsp?dongId=05","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4691","강동구청","강동구","서울시 강동구 성내로 25","1577-1188","http://www.gangdong.go.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4696","서대문보건소(서대문구청 별관)","서대문구","서울시 서대문구 연희로 242","02-330-1802","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3935","영어솔솔어린이집","강서구","서울시 강서구 월정로32길  31","02-2694-1030","http://cafe.daum.net/solsolkids","0","Y","Y","N","Y","N","N","N","N","N","N","N","N"
"4714","광진구청본관","광진구","서울시 광진구 자양로 117","02-450-1114","http://www.gwangjin.go.kr/","0","N","Y","N","Y","N","N","N","N","N","N","N","N"
"169","삼청동주민센터","종로구","서울시 종로구 삼청로 107","02-2148-5063","http://www.jongno.go.kr/dongMain.do?dong=03","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"1933","삼성동성당서울교구","강남구","서울시 강남구 선릉로112길 68","","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"1515","면목중앙교회","중랑구","서울시 중랑구 겸재로10길 19","","","1","N","Y","N","N","N","N","N","N","N","N","N","N"
"4617","광진청소년수련관","광진구","서울시 광진구 구천면로 2","02-2204-3100","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4624","중랑문화체육관","중랑구","서울시 중랑구 사가정로72길 47","02-436-9200","http://jungnangspo.seoul.kr/jntour/mm_intro01.htm","0","Y","N","N","N","N","N","N","N","N","N","N","N"
"4129","꼬마사랑어린이집","중랑구","서울시 중랑구 봉우재로6길 9","02-432-0097","http://cafe.naver.com/kidslovecafe","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3485","서울대학교롯데국제교육관","관악구","서울시 관악구 관악로 1","","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3068","창문여자중학교","강북구","서울시 강북구 월계로 61","02-986-1703","www.changmun.ms.kr","0","Y","Y","Y","N","Y","Y","N","N","N","N","N","N"
"3075","언북중학교","강남구","서울시 강남구 도산대로38길 27","02-514-4302","www.eonbuk.ms.kr","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"4113","은혜삐아제어린이집","중랑구","서울시 중랑구 답십리로81길 130","02-435-5956","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3872","무지개어린이집","은평구","서울시 은평구 불광로 162-9","02-389-2131","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3468","명지전문대학(금회:사회교육관)","서대문구","서울시 서대문구 가좌로 134","02-300-1000","www.mjc.ac.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4058","진터마루어린이집","성동구","서울시 성동구 둘레3길 18","02-2205-5004","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"4064","오렌지어린이집","송파구","서울시 송파구 바람드리8길 2","02-470-5273","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"3435","경인고등학교","구로구","서울시 구로구 경인로46길 31","02-2618-3043","www.kyeongin.hs.kr","1","Y","N","Y","Y","Y","N","N","N","N","N","N","N"
"3474","서울사이버대학","강북구","서울시 강북구 솔매로49길 60","02-944-5000","http://www.iscu.ac.kr/","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2935","고산초등학교","구로구","서울시 구로구 중앙로 6","02-2617-0591","www.kohsan.es.kr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3417","경기고등학교","강남구","서울시 강남구 영동대로 643","02-3496-7300","http://www.kyunggi.hs.kr/","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"2940","삼정초등학교","강서구","서울시 강서구 금낭화로  222","02-2661-2273","www.esamjeong.es.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2944","서울청담초등학교","강남구","서울시 강남구 압구정로71길 9","02-542-3779","www.cheongdam.es.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3042","문창중학교","동작구","서울시 동작구 여의대방로22나길 40","02-821-8587","www.munchang.ms.kr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"689","거여동우체국","송파구","서울시 송파구 양산로 3","02-402-2855","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2758","양남초등학교(가동)","광진구","서울시 광진구 뚝섬로64길 71","02-452-8189","www.s-yangnam.es.kr","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"3209","무학중학교","성동구","서울시 성동구 고산자로 197","02-2298-6141","http://www.muhakg.ms.kr/","0","Y","N","Y","Y","Y","N","N","N","N","N","N","N"
"3212","보인중고교","송파구","서울시 송파구 오금로49길 18","02-449-6017/02-2043-6021","http://www.boin.ms.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3222","홍익사대부속중학교","성북구","서울시 성북구 성북로14가길 23","02-762-0824","www.hongik.ms.kr/","0","Y","N","N","N","N","N","N","N","N","N","N","N"
"2651","서울대치초등학교","강남구","서울시 강남구 양재천로 363","02-555-2455","www.daechi.es.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2658","세륜초등학교","송파구","서울시 송파구 양재대로 1264","02-443-9561","www.seryun.es.kr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3397","대동세무 고등학교","종로구","서울시 종로구 계동길 84-10","02-763-1631","http://daedong.kr/","0","N","N","Y","N","Y","N","N","N","N","N","N","N"
"3425","덕일전자공업고등학교","구로구","서울시 구로구 서해안로21길 5-12","02-2613-2762","www.deogil.hg.kr","0","Y","Y","N","Y","Y","N","N","N","N","N","N","N"
"882","을지로7가시범공중화장실","중구","서울시 중구 장충단로 228-15","","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"5793","이화여자대학교 삼성홀","서대문구","서울시 서대문구 이화여대길 52 이화여자대학교 이화캠퍼스복합단지(ECC) 내 지하4층","","","0","Y","N","Y","Y","N","N","Y","N","N","N","N","N"
"4577","방학3동어린이집","도봉구","서울시 도봉구 방학로11길 24","02-3493-0009","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"4520","은도어린이집","강서구","서울시 강서구 화곡로26길 33","02-2693-8840","","0","N","Y","Y","N","N","N","N","N","N","N","N","N"
"872","공중화장실24호","구로구","서울시 구로구 개봉로15길 58-2","","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"207","사당5동주민센터","동작구","서울시 동작구 사당로2가길 219","02-525-6076","http://www.dongjak.go.kr/dong/main/main.do?dongCode=12","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2752","진관초등학교","은평구","서울시 은평구 진관4로  78-16","02-386-3365","www.jingwan.es.k","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2892","서울정심초등학교","금천구","서울시 금천구 독산로78다길  89","02-856-5188","www.jungshim.es.kr/","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2529","문성유치원","강서구","서울시 강서구 우현로  8","02-2604-5543","www.mschid.net","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2899","배봉초등학교","동대문구","서울시 동대문구 사가정로 193","02-2243-6502","www.baebong.es.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2936","답십리초등학교","동대문구","서울시 동대문구 전농로3길 23","02-2242-9256","www.dapsimni.es.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3134","등원중학교","강서구","서울시 강서구 화곡로65길 50","02-2658-2708","http://www.deungwon.ms.kr/","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"4199","하람어린이집","서대문구","서울시 서대문구 가재울로  36","02-308-8370","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"4207","신태양어린이집","강서구","서울시 강서구 곰달래로31다길  25","02-2693-1921","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"4217","청목어린이집","서대문구","서울시 서대문구 홍은중앙로11길 13","02-396-6003","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"3806","성북정보도서관","성북구","서울시 성북구 화랑로18자길 13","02-962-1081","http://lib.sblib.seoul.kr/lib/index.jsp","0","Y","Y","N","N","Y","N","N","N","N","N","N","N"
"2228","코리아병원","동대문구","서울시 동대문구 장한로 143","02-2281-9999","www.korea-h.co.kr/","0","Y","N","Y","Y","Y","N","N","N","N","N","N","N"
"940","상계정형외과의원","노원구","서울시 노원구 노원로26길 181","02-951-9966 ","","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"953","고운타워(유앤유치과)","관악구","서울시 관악구 양녕로 58","02-877-3067","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"259","이화동 주민센터","종로구","서울시 종로구 이화장길 33","02-2148-5302","http://www.jongno.go.kr/dongMain.do?dong=11","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"268","후암동주민센터","용산구","서울시 용산구 후암로 32-6","02-2199-8400","http://www.yongsan.go.kr/site/dc/index2.jsp?sitecdv=S0000455","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"53","삼성디지털","서초구","서울시 서초구 방배로  120","1588-3366","www.samsung.com/sec/support/digitalplaza/index_main.html ","0","Y","N","Y","N","N","N","N","N","N","N","N","N"
"1857","수국사","은평구","서울시 은평구 서오릉로23길 8-5","02-356-2001","","0","N","N","N","N","N","N","N","N","N","N","N","N"
"1858","연신교회","은평구","서울시 은평구 통일로78길  16","02-383-1004","www.yonshin.com/","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"71","홍제2동주민센터","서대문구","서울시 서대문구 통일로34길 27","02-330-8127","hj2-dong.sdm.go.kr/hj2-dong","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"397","당고개파출소","노원구","서울시 노원구 상계로 221","02-936-6350","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"132","영등포동 주민센터","영등포구","서울시 영등포구 영등포로53길 22","02-2670-1450","http://www.ydp.go.kr/jumin/page.do?mCode=A025000000&path=jumin&dongNm=%BF%B5%B5%EE%C6%F7%B5%BF","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"1864","발음교회","강서구","서울시 강서구 강서로47다길 35","02-2666-1372","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3470","서울여자간호대학교","서대문구","서울시 서대문구 간호대로  38","02-2287-1700","www.snjc.ac.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3715","YBM어학원","종로구","서울시 종로구 삼일대로20길 6","02-2279-0509","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3720","백석대학원예술동","서초구","서울시 서초구 방배로9길 23","02-520-0712","","0","Y","Y","Y","Y","N","N","Y","N","N","N","N","N"
"3277","등촌고등학교","강서구","서울시 강서구 공항대로39길  115","02-3665-6045","http://www.dch.hs.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3312","광영고등학교","양천구","서울시 양천구 남부순환로30길 17","02-2650-2300","www.kyg.hs.kr","0","Y","N","N","N","Y","N","N","N","N","N","N","N"
"2675","등서초등학교","강서구","서울시 강서구 화곡로58길 86","02-2695-4555","www.diungseo.es.kr/","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2676","삼성초등학교","관악구","서울시 관악구 대학7길 52","02-877-9144","www.s-samseong.es.kr/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2720","구일초등학교","구로구","서울시 구로구 구일로 68","02-869-9101","www.guil.es.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3181","대림중학교","영등포구","서울시 영등포구 시흥대로185길 6","02-845-2171","www.daerim.ms.kr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"172","신월7동주민센터","양천구","서울시 양천구 남부순환로70길 16-3","02-2620-4170","http://www.yangcheon.go.kr/dong/dong0020/dongCenter/main.do","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"1877","염광교회","도봉구","서울시 도봉구 도봉로120길  16","02-908-9100","www.yumkwang.or.kr","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"1884","당고개 순교성지(역사공원 성당)","용산구","서울시 용산구 청파로 139-26","02-711-0933","www.danggogae.org/","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"403","신길5치안센터","영등포구","서울시 영등포구 신길로23길  12","02-832-5035","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"5337","대륭포스트타워5차","금천구","서울시 금천구 디지털로9길  68","","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"4726","광진우체국","광진구","서울시 광진구 강변역로 2","02-2049-0550","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4541","어울림어린이집","중랑구","서울시 중랑구 상봉로28길 53-5","02-496-9497","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"5400","벽산디지털밸리7차","구로구","서울시 구로구 디지털로33길 50","","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4041","아기사랑어린이집","관악구","서울시 관악구 인헌23길 3","02-884-1776","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"5431","도선공영주차장","성동구","서울시 성동구 무학로8길  8","","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3983","믿음어린이집","금천구","서울시 금천구 시흥대로100길 38","02-807-3316","","0","N","Y","Y","N","N","N","N","N","N","N","N","N"
"3988","민들레어린이집","광진구","서울시 광진구 뚝섬로52마길 32","02-456-5003","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"4509","엄마맘어린이집","서대문구","서울시 서대문구 홍제원4길 25","02-734-0175","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"4394","샛별어린이집","금천구","서울시 금천구 가산로3길  46","02-862-7123","","0","N","Y","N","N","N","N","N","N","N","N","N","N"
"4255","화곡꼬마천사어린이집","강서구","서울시 강서구 강서로26길  11","02-2694-7982","http://cafe.daum.net/AngelBaby","0","Y","Y","N","N","N","Y","N","N","N","N","N","N"
"4538","홍익몬테소리어린이집","강서구","서울시 강서구 화곡로21길 7","02-2604-0815","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"4378","수잔나어린이집","구로구","서울시 구로구 고척로51길 73","02-2689-1225","","0","N","Y","N","N","N","N","N","N","N","N","N","N"
"5377","한화비즈메트로1차","강서구","서울시 강서구 양천로 551-17","","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2464","예은유치원","강서구","서울시 강서구 까치산로4길  101-5","02-2698-4096","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3414","대진여자고등학교","노원구","서울시 노원구 공릉로 438","02-979-2327","http://www.daejinw.hs.kr/","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3422","정의여고","도봉구","서울시 도봉구 노해로49길 69","02-992-5104","http://www.jeongeui.hs.kr","0","N","Y","N","Y","N","N","N","N","N","N","N","N"
"3020","중앙중학교","종로구","서울시 종로구 창덕궁길 164","02-742-1323","www.choongang.ms.kr","0","Y","N","N","Y","N","N","N","N","N","N","N","N"
"3122","광운중학교","노원구","서울시 노원구 광운로1길 24","02-942-2293","www.kwangwoon.ms.kr","0","N","Y","Y","N","Y","N","N","N","N","N","N","N"
"2135","부민병원","강서구","서울시 강서구 공항대로  389","02-1577-7582","www.bumin.co.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2178","서울대학교병원","종로구","서울시 종로구 대학로  101","02-2072-2114","www.snuh.org/","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2230","날개병원","동대문구","서울시 동대문구 무학로 193-1","02-959-9191","www.nalgaehospital.com/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2260","우리들병원","강남구","서울시 강남구 학동로 445","02-513-8000","www.wooridul.co.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"1792","논현2동 성당","강남구","서울시 강남구 선릉로145길 17","02-516-5066","www.nh2sd.or.kr","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"649","이태원우체국","용산구","서울시 용산구 녹사평대로  212","02-798-2005","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4278","하은어린이집","성북구","서울시 성북구 돌곶이로 52-9","02-966-1824","","0","Y","Y","Y","N","N","Y","N","N","N","N","N","N"
"2989","이대부속중학교","서대문구","서울시 서대문구 성산로 560","02-392-6176","www.ewha.ms.kr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2208","동작경희병원","동작구","서울시 동작구 상도로 146","02-822-8112~4","www.dikyunghee.com/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3017","명일중학교","강동구","서울시 강동구 양재대로156길 57","070-8650-5813","www.myungil.ms.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2291","서울 메디칼센터 ","마포구","서울시 마포구 월드컵북로  165","","","0","Y","Y","N","Y","Y","N","N","N","N","N","N","N"
"3024","서연중학교","서대문구","서울시 서대문구 연희로11마길 9-6","02-332-7375","www.seoyun.ms.kr","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2318","성지병원","금천구","서울시 금천구 가산로  122","02-867-7056","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2509","백합유치원 ","은평구","서울시 은평구 연서로14길 14-5","02-353-0855","www.bakwhap.kidswon.com/","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"2523","은성유치원","은평구","서울시 은평구 응암로28길 34","02-359-6966","www.yoochiwon.com/eunsung","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3343","둔촌고등학교","강동구","서울시 강동구 명일로 140","02-485-9873","http://www.doonchon.hs.kr/","0","Y","Y","N","Y","Y","N","N","N","N","N","N","N"
"2226","반도정형외과병원","중구","서울시 중구 을지로 245","02-2252-0202","www.bando24.com","0","Y","N","N","Y","Y","N","N","N","N","N","N","N"
"4142","은초롱어린이집","강북구","서울시 강북구 솔매로50길 69-7","02-982-5300","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4155","사임당어린이집","송파구","서울시 송파구 가락로11길 13","02-414-1866","www.aga24.net/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4158","오주어린이집","송파구","서울시 송파구 성내천로8가길 16-1","02-400-0594","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3340","정신여중고","송파구","서울시 송파구 올림픽로 4길-16","02-423-2775","www.chungshin.hs.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3351","청원여자고등학교","노원구","서울시 노원구 한글비석로 506","02-3399-7813","http://www.cheongwon-gh.hs.kr/","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3514","숙명여대 창업보육센터","용산구","서울시 용산구 청파로47길 90","02-710-9035","http://smcareer.sookmyung.ac.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4591","신세인어린이집","도봉구","서울시 도봉구 도봉로134길   5","02-997-4385","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3220","삼성중학교","관악구","서울시 관악구 신림로3가길 39-24","02-871-6242","http://www.ssamsung.ms.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3387","영상고등학교","양천구","서울시 양천구 목동로11길 46","02-2602-7121","www.youngsang.hs.kr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2660","자운초","도봉구","서울시 도봉구 마들로13길  166","02-908-0385","www.jawoon.es.kr","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"3339","선덕고","도봉구","서울시 도봉구 시루봉로  53","02-997-4111","www.sunduck.hs.kr","0","N","Y","Y","Y","N","N","N","N","N","N","N","N"
"2148","강남성심병원","영등포구","서울시 영등포구 신길로 1","02-1577-5587","kangnam.hallym.or.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2149","상계백병원","노원구","서울시 노원구 동일로 1342","02-950-1114","www.paik.ac.kr/new/sanggye.asp","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2964","서울재동초등학교","종로구","서울시 종로구 북촌로4길 7","02-763-1812","www.jaedong.es.kr/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3190","진선 여자 중학교","강남구","서울시 강남구 선릉로85길 27","02-566-3103","www.jinseon.ms.kr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2743","서울탑동초등학교","금천구","서울시 금천구 탑골로 47-3","02-894-6058","www.topdong.es.kr","0","N","Y","Y","Y","N","N","N","N","N","N","N","N"
"2589","서울청덕초등학교","성북구","서울시 성북구 정릉로9라길 11","02-914-8740","www.cheongdeok.es.kr/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"5751","서강대학교 메리홀","마포구","서울시 마포구 백범로 35 서강대학교 커뮤니케이션센터 메리홀 105호","","","0","N","N","Y","N","N","N","N","N","N","N","N","N"
"1487","한화손해보험빌딩","서초구","서울시 서초구 서운로  3","","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"413","구일지구대","구로구","서울시 구로구 도림로 63","02-862-4008","","0","Y","Y","N","N","Y","N","N","N","N","N","N","N"
"926","퀸스메디산부인과","노원구","서울시 노원구 동일로 1059","02-948-7588","http://www.queensmedi.co.kr/","0","Y","N","Y","Y","Y","N","N","N","N","N","N","N"
"2103","롯데시네마 신림","관악구","서울시 관악구 신림로  330","1544-8855","http://www.lottecinema.co.kr/","0","Y","Y","Y","Y","Y","N","Y","N","N","N","N","N"
"1588","강동성서침례교회(공빌딩)","강동구","서울시 강동구 풍성로37길 44","02-488-9592","www.kbbc.net/","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2981","태랑초등학교","노원구","서울시 노원구 화랑로51나길 31","02-977-7384","www.taerang.es.kr/","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"1918","창동성당","도봉구","서울시 도봉구 도봉로110나길  45","02-991-2121","aos.catholic.or.kr/chang","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2201","성북중앙병원","성북구","서울시 성북구 종암로 72","02-919-3404","www.sbja.or.kr/","1","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
