시설명,담당구,주차가능면,주소,위도,경도,시설분류,세부분류,장애인 주차칸 여부
서교주차장(민영),마포구,14,마포구 서교동 373-14,37.55197676,126.9178675,주차장,민영주차장,불가능
공민(민영),서대문구,14,서대문구 북아현동 123-81,37.56046943,126.9582456,주차장,민영주차장,불가능
중앙 주차장(민영),서대문구,14,서대문구 창천동 18-66,37.557177,126.937557,주차장,민영주차장,불가능
청권사(민영),서초구,14,서초구 방배동 185-2,37.48197817,126.9984397,주차장,민영주차장,불가능
현대유료주차장(민영),서초구,14,서초구 서초동 1327-21,37.49520738,127.0276966,주차장,민영주차장,불가능
행복(민영),성동구,14,성동구 마장동 574-0,37.566393,127.0361615,주차장,민영주차장,불가능
돌곶이(민영),성북구,14,성북구 장위동 63-86,37.61135541,127.0568266,주차장,민영주차장,불가능
범양마트(민영),성북구,14,성북구 종암동 25-68,37.59290419,127.0359146,주차장,민영주차장,불가능
삼일주차장(민영),성북구,14,성북구 동소문동2가 244-0,37.58953206,127.0095103,주차장,민영주차장,불가능
스카이(민영),성북구,14,성북구 정릉동 559-75,37.59926184,127.0082485,주차장,민영주차장,불가능
월곡주차장(민영),성북구,14,성북구 하월곡동 21-75,37.6044972,127.0425319,주차장,민영주차장,불가능
광명주차장(민영),송파구,14,송파구 석촌동 210-6,37.50225354,127.0977945,주차장,민영주차장,불가능
방이역주차장(민영),송파구,14,송파구 오금동 17-6,37.50889823,127.1268369,주차장,민영주차장,불가능
창신(민영),종로구,14,종로구 창신동 458-5,37.57141077,127.0127107,주차장,민영주차장,불가능
화동(민영),종로구,14,종로구 화동 76-2,37.58097353,126.9819743,주차장,민영주차장,불가능
화원(민영),종로구,14,종로구 창신동 399-2,37.57097181,127.0177899,주차장,민영주차장,불가능
황소(민영),종로구,14,종로구 청진동 9-0,37.57203509,126.9810533,주차장,민영주차장,불가능
무궁화주차장(민영),중구,14,중구 정동 27-5,37.56707708,126.9699669,주차장,민영주차장,불가능
제일주차장(민영),중구,14,중구 회현동2가 28-1,37.55876099,126.9834675,주차장,민영주차장,불가능
양지주차장(민영),중랑구,14,중랑구 면목동 103-6,37.58915543,127.0899515,주차장,민영주차장,불가능
광평로,강남구,13,일원동 733 ~ 일원동 733,37.48322482,127.0825624,주차장,공영주차장,가능
학동로,강남구,13,학동로 215 ~ 학동로 201,37.51472128,127.0327148,주차장,공영주차장,가능
천호2동노외주차장(구),강동구,13,강동구 천호동 457-7,37.54032781,127.1230483,주차장,공영주차장,불가능
청림길,관악구,13,봉천동 13-8 ~ 청림길 1,37.48818837,126.9583867,주차장,공영주차장,가능
요업기술원-LG전자뒤(구),금천구,13,금천구 가산동 237-101,37.47315069,126.8885128,주차장,공영주차장,불가능
한국교과서연구재단빌딩,서초구,13,서초구 반포동 706-9,37.51066001,127.0210773,주차장,공영주차장,가능
석촌역(구),송파구,13,송파구 송파동 68-0,37.50594879,127.1078901,주차장,공영주차장,불가능
마천동 1공영주차장(구),송파구,217,송파구 마천동 215-0,37.49528692,127.1555608,주차장,공영주차장,가능
여의도백화점 앞 노상주차장(구),영등포구,13,영등포구 여의도동 3-5,37.52132603,126.9269716,주차장,공영주차장,불가능
원효대교 남단 공영주차장(시),영등포구,13,영등포구 여의도동 5-0,37.52237185,126.9370261,주차장,공영주차장,불가능
동아빌딩 주차장,은평구,13,은평구 응암동 91-5,37.5997939,126.9181377,주차장,공영주차장,가능
열린마당(구),종로구,13,종로구 세종로 111-0 옆,37.57538307,126.9786926,주차장,공영주차장,불가능
종각(구),종로구,13,종로구 관철동 45-9,37.56950891,126.9831892,주차장,공영주차장,불가능
종로세무서,종로구,13,종로구 낙원동 58-8 ,37.57386161,126.9889379,주차장,공영주차장,가능
청계2(북1) 공영주차장(시),종로구,13,종로구 관수동 91-4,37.568563,126.992686,주차장,공영주차장,불가능
공유) 청구동 05(001~013구간)(구),중구,13,중구 신당동 340-20,37.5562234,127.0128248,주차장,공영주차장,불가능
아트프라자 주차장,중구,13,중구 신당동 213-67 ,37.5691573,127.0128743,주차장,공영주차장,가능
청계2(충무로) 공영주차장(시),중구,13,중구 정동 181-0 0,37.56689771,126.992647,주차장,공영주차장,불가능
장충단로,중구,13,장충단로 168 ~ 장충단로 188,37.56098076,127.0060298,주차장,공영주차장,가능
대영주차장(민영),강남구,13,강남구 대치동 984-12,37.500966,127.066565,주차장,민영주차장,불가능
미래주차장(민영),강남구,13,강남구 역삼동 678-20,37.502258,127.038588,주차장,민영주차장,불가능
블루파킹 길훈빌딩 주차장(민영),강남구,13,강남구 삼성동 169-6,37.510178,127.064394,주차장,민영주차장,불가능
중앙주차장(민영),관악구,13,관악구 신림동 1514-4,37.47068927,126.9348195,주차장,민영주차장,불가능
삼정주차장(민영),광진구,13,광진구 자양동 601-21,37.53195357,127.0759427,주차장,민영주차장,불가능
준 주차장(민영),마포구,13,마포구 상수동 338-9,37.54535063,126.9221108,주차장,민영주차장,불가능
서대문구 홍제동 137-12(민영),서대문구,13,서대문구 홍제동 137-12,37.5873343,126.9462849,주차장,민영주차장,불가능
양정(민영),서초구,13,서초구 서초동 1302-46,37.50329945,127.0228463,주차장,민영주차장,불가능
동화동 공영주차장(구),중구,233,중구 신당동 52-7,37.56137409,127.0190004,주차장,공영주차장,가능
오륜(민영),서초구,13,서초구 서초동 1451-57,37.48300256,127.0136641,주차장,민영주차장,불가능
돈암주차장(민영),성북구,13,성북구 돈암동 30-1,37.60145365,127.021906,주차장,민영주차장,불가능
쌍용익스프레스주차장(민영),성북구,13,성북구 보문동5가 145-4,37.58280203,127.0202714,주차장,민영주차장,불가능
약수(민영),성북구,13,성북구 정릉동 962-0,37.61189714,126.9919585,주차장,민영주차장,불가능
당산노외 공영주차장(시),영등포구,237,영등포구 당산동3가 2-1,37.52625065,126.8994538,주차장,공영주차장,가능
장위교회부설주차장(민영),성북구,13,성북구 장위동 68-1315,37.60931915,127.049672,주차장,민영주차장,불가능
승복유료주차장(민영),송파구,13,송파구 삼전동 3-1,37.50641241,127.0903941,주차장,민영주차장,불가능
삼성주차장(민영),양천구,13,양천구 신정동 1007-1,37.52333916,126.8645653,주차장,민영주차장,불가능
동호(민영),종로구,13,종로구 동숭동 1-143,37.58054641,127.0040075,주차장,민영주차장,불가능
뉴천지 관광호텔(민영),중구,13,중구 광희동1가 23-1,37.56573632,127.0037168,주차장,민영주차장,불가능
대웅빌딩 주차장,강남구,12,강남구 논현동 56-19,37.51279948,127.0259732,주차장,공영주차장,가능
케이타워 주차장,강남구,12,강남구 신사동 514-22,37.51743823,127.0212904,주차장,공영주차장,가능
테헤란로26길(구),강남구,12,강남구 역삼동 803-8,37.49985735,127.0359946,주차장,공영주차장,불가능
테헤란로64길(구),강남구,12,강남구 대치동 1011-11,37.50465561,127.0509613,주차장,공영주차장,불가능
한교빌딩 주차장,강남구,12,강남구 신사동 535-8,37.51955831,127.0225657,주차장,공영주차장,가능
삼성로,강남구,12,삼성로 221 ~ 삼성로 203,37.49597525,127.0622638,주차장,공영주차장,가능
언주로,강남구,12,개포동 656 ~ 개포동 656,37.48024081,127.0543366,주차장,공영주차장,가능
인수봉로,강북구,12,인수봉로 191 ~ 인수봉로 159,37.63600573,127.012995,주차장,공영주차장,가능
웅진 주차장,광진구,12,광진구 화양동 8-27 ,37.54114802,127.0698475,주차장,공영주차장,가능
우리은행(구),금천구,12,금천구 가산동 140-41,37.47717182,126.8900988,주차장,공영주차장,불가능
장안보성연립노상주차장(구),동대문구,12,동대문구 장안동 427-4,37.56603567,127.065671,주차장,공영주차장,불가능
동원빌딩 주차장,마포구,12,마포구 서교동 374-20,37.55344634,126.9185639,주차장,공영주차장,가능
홍익빌딩 주차장,마포구,12,마포구 서교동 371-13,37.5531113,126.9192784,주차장,공영주차장,가능
한천로,성북구,12,한천로 550 ~ 한천로 570,37.60924307,127.0643882,주차장,공영주차장,가능
한천로,성북구,12,한천로 747 ~ 장위동 165-1,37.62290192,127.0508097,주차장,공영주차장,가능
세우빌딩앞 노상주차장(구),영등포구,12,영등포구 여의도동 10-0,37.53053397,126.9259521,주차장,공영주차장,불가능
삼각지역(구),용산구,12,용산구 한강로1가 138-0,37.5346999,126.9737539,주차장,공영주차장,불가능
청파로,용산구,12,청파로 122 ~ 청파로 132,37.53338928,126.9646155,주차장,공영주차장,가능
은평평생학습관 주차장,은평구,12,은평구 역촌동 14-34 ,37.60779419,126.9212101,주차장,공영주차장,가능
더브릭스빌딩 주차장,종로구,12,종로구 동숭동 1-93,37.58099603,127.0037336,주차장,공영주차장,가능
청계1(북) 공영주차장(시),종로구,12,종로구 관철동 13-14,37.56831662,126.9893367,주차장,공영주차장,불가능
명일동(구),강동구,245,강동구 명일동 312-250,37.55097027,127.1429222,주차장,공영주차장,가능
구로아트밸리 지하주차장(구),구로구,245,구로구 구로동 102-0,37.4969958,126.8895983,주차장,공영주차장,가능
청계2(돈화문로) 공영주차장(시),종로구,12,종로구 관수동 91-4,37.56953264,126.9923284,주차장,공영주차장,불가능
하나로빌딩옆(구),종로구,12,종로구 인사동 227 ,37.57135365,126.9854681,주차장,공영주차장,불가능
서울캐피탈빌딩,중구,12,중구 필동3가 28-1 ,37.55997491,126.9971587,주차장,공영주차장,가능
곰달래 문화복지센터 공영주차장(구),강서구,248,강서구 화곡동 890-0,37.52904612,126.8488608,주차장,공영주차장,가능
조선호텔 앞 노상 공영주차장(구),중구,12,중구 소공동 87-3 0,37.56391882,126.9801628,주차장,공영주차장,불가능
중앙의료원옆 이륜자동차 주차장(구),중구,12,중구 을지로6가 18-79 0,37.56731207,127.0072278,주차장,공영주차장,불가능
청계3(동호로) 공영주차장(시),중구,12,중구 방산동 4-47 0,37.56823502,127.0020307,주차장,공영주차장,불가능
청계3(창경궁로_남) 공영주차장(시),중구,12,중구 주교동 123-1 0,37.56761207,126.9980083,주차장,공영주차장,불가능
청화빌딩 주차장,중구,12,중구 신당동 422-1 ,37.55622595,127.0099599,주차장,공영주차장,가능
현대주차장(민영),강남구,12,강남구 역삼동 640-10,37.5022467,127.0345402,주차장,민영주차장,불가능
영림주차장(민영),강동구,12,강동구 천호동 401-5,37.54167411,127.1299251,주차장,민영주차장,불가능
서림주차장(민영),구로구,12,구로구 오류동 23-32,37.49655375,126.842899,주차장,민영주차장,불가능
예원주차장(민영),구로구,12,구로구 오류동 11-53,37.49714794,126.8399391,주차장,민영주차장,불가능
대광(민영),금천구,12,금천구 독산동 1035-6,37.466182,126.900883,주차장,민영주차장,불가능
텃골주차장(민영),도봉구,12,도봉구 도봉동 451-0,37.67279115,127.0386212,주차장,민영주차장,불가능
삼성주차장(민영),동대문구,12,동대문구 이문동 305-2,37.59601463,127.061753,주차장,민영주차장,불가능
사당3주차장(민영),동작구,12,동작구 사당동 175-31,37.4902384,126.9702195,주차장,민영주차장,불가능
영주차장(민영),동작구,12,동작구 노량진동 310-65,37.50628679,126.9401386,주차장,민영주차장,불가능
로터리주차장(민영),마포구,12,마포구 노고산동 31-3,37.55506751,126.9379201,주차장,민영주차장,불가능
연이주차장(민영),마포구,12,마포구 합정동 414-3,37.54907672,126.9143115,주차장,민영주차장,불가능
준영주차장(민영),마포구,12,마포구 공덕동 234-1,37.54783907,126.9553943,주차장,민영주차장,불가능
세공주주차장(민영),서대문구,12,서대문구 홍제동 158-38,37.58599304,126.946057,주차장,민영주차장,불가능
한가람주차장(민영),서대문구,12,서대문구 연희동 100-14,37.57141736,126.9300421,주차장,민영주차장,불가능
계명(민영),서초구,12,서초구 양재동 272-11,37.47471765,127.0445619,주차장,민영주차장,불가능
맥 주차장(민영),서초구,12,서초구 방배동 778-32,37.49268628,126.986362,주차장,민영주차장,불가능
삼호(민영),서초구,12,서초구 방배동 795-3,37.4933937,126.9892407,주차장,민영주차장,불가능
운봉(민영),서초구,12,서초구 양재동 259-4,37.47420953,127.0414387,주차장,민영주차장,불가능
장안주차장(민영),서초구,12,서초구 서초동 1698-5,37.49629475,127.0140482,주차장,민영주차장,불가능
동소문로269-7(민영),성북구,12,성북구 길음동 1070-23,37.60512964,127.025378,주차장,민영주차장,불가능
보국문로16길65(민영),성북구,12,성북구 정릉동 260-25,37.61275502,127.0099852,주차장,민영주차장,불가능
보성세차장(민영),성북구,12,성북구 성북동 60-45,37.59376837,127.000289,주차장,민영주차장,불가능
성북주차장(민영),성북구,12,성북구 성북동1가 35-44,37.58822744,127.0047261,주차장,민영주차장,불가능
중앙병원(민영),성북구,12,성북구 종암동 10-27,37.59726305,127.0356839,주차장,민영주차장,불가능
청운(민영),성북구,12,성북구 장위동 111-2,37.61502853,127.0571237,주차장,민영주차장,불가능
문정근린공원(구),송파구,290,송파구 문정동 38-3,37.48599491,127.1246487,주차장,공영주차장,가능
파라펫주차장(민영),성북구,12,성북구 석관동 92-7,37.6066172,127.0669948,주차장,민영주차장,불가능
행운주차장(민영),송파구,12,송파구 문정동 150-27,37.49132944,127.1165863,주차장,민영주차장,불가능
건영렌트카주차장(민영),용산구,12,용산구 남영동 71-2,37.54291706,126.973116,주차장,민영주차장,불가능
제일주차장(민영),용산구,12,용산구 후암동 60-21,37.5501941,126.9776963,주차장,민영주차장,불가능
플러스(민영),은평구,12,은평구 응암동 601-76,37.58937332,126.917789,주차장,민영주차장,불가능
낙원주차장(민영),종로구,12,종로구 낙원동 132-1,37.57239678,126.9897111,주차장,민영주차장,불가능
창일(민영),종로구,12,종로구 창신동 401-46,37.57052987,127.0162811,주차장,민영주차장,불가능
토속촌(민영),종로구,12,종로구 체부동 88-2,37.57779935,126.9714353,주차장,민영주차장,불가능
연풍주차장(민영),중구,12,중구 황학동 1377-0,37.56848636,127.0211057,주차장,민영주차장,불가능
천일주차장(민영),중구,12,중구 주교동 122-6,37.56836136,126.99828,주차장,민영주차장,불가능
동부(민영),중랑구,12,중랑구 상봉동 129-6,37.59334648,127.0787009,주차장,민영주차장,불가능
모두모아주차장 / 김수용(민영),중랑구,12,중랑구 면목동 102-29,37.58891221,127.0885175,주차장,민영주차장,불가능
대연빌딩 주차장,강남구,11,강남구 역삼동 809-12,37.50293606,127.02596,주차장,공영주차장,가능
씨티타워 주차장,강남구,11,강남구 역삼동 817-23,37.50038273,127.028476,주차장,공영주차장,가능
아마노코리아 청담 주차장,강남구,11,강남구 청담동 99-11,37.52533366,127.04608,주차장,공영주차장,가능
일원터널 공영주차장(시),강남구,11,강남구 일원동 722-1,37.48285728,127.079372,주차장,공영주차장,불가능
노해로 98,강북구,11,노해로 98 ~ 노해로 114,37.64426165,127.0233783,주차장,공영주차장,불가능
은성빌딩 주차장,노원구,11,노원구 상계동 709-1,37.65420928,127.0587539,주차장,공영주차장,가능
공유) 상도래미안(60~70구간)(구),동작구,11,동작구 상도동 451-0,37.5064245,126.9354514,주차장,공영주차장,불가능
까사미아 서교점 주차장,마포구,11,마포구 서교동 374-6,37.55357202,126.9188052,주차장,공영주차장,가능
왕십리로,성동구,11,왕십리로 94 ~ 왕십리로 108-1,37.5473246,127.0446817,주차장,공영주차장,가능
안산부인과,성북구,11,성북구 길음동 531-33 ,37.60431978,127.0244042,주차장,공영주차장,가능
봉상시길(구),송파구,11,송파구 잠실동 257-0,37.50931055,127.0798327,주차장,공영주차장,불가능
삼학사로,송파구,11,잠실동 46 ~ 잠실동 46,37.50777934,127.0975443,주차장,공영주차장,가능
양천공원옆(구),양천구,11,양천구 신정동 320-3,37.51899194,126.8684992,주차장,공영주차장,불가능
산업은행앞 노상주차장(구),영등포구,11,영등포구 여의도동 16-0,37.52738509,126.9199719,주차장,공영주차장,불가능
신흥증권앞 노상주차장(구),영등포구,11,영등포구 여의도동 2-4,37.52426519,126.9269174,주차장,공영주차장,불가능
이태원1동공영(구),용산구,11,용산구 이태원동 22-36,37.53095288,126.9956885,주차장,공영주차장,불가능
보건분소,은평구,11,은평구 불광동 130-2 ,37.62153281,126.9277144,주차장,공영주차장,가능
창경궁로1 관광버스 주차허용 구간(시),종로구,11,종로구 와룡동 2-86 (창경궁주차장~홍화문),37.57930741,126.9964721,주차장,공영주차장,불가능
청계3(창경궁로_북1) 공영주차장(시),종로구,11,종로구 예지동 140-1,37.56960585,126.997973,주차장,공영주차장,불가능
공유) 중림동 11(010~020구간)(구),중구,11,중구 중림동 195-0,37.5585998,126.9642891,주차장,공영주차장,불가능
국민은행 신당동점 주차장,중구,11,중구 신당동 250-9,37.56529308,127.0138122,주차장,공영주차장,가능
청계2(남) 공영주차장(시),중구,11,중구 입정동 29-1,37.5682592,126.9935129,주차장,공영주차장,불가능
청계5(동호로_남) 공영주차장(시),중구,11,중구 방산동 4-47 0,37.56841363,127.0022737,주차장,공영주차장,불가능
마른내로,중구,11,수표로 34 ~ 마른내로 42,37.56454401,126.9908517,주차장,공영주차장,가능
퇴계로,중구,11,퇴계로 347 ~ 퇴계로 329,37.56443144,127.0083277,주차장,공영주차장,가능
퇴계로,중구,11,퇴계로 324 ~ 퇴계로 344,37.56420844,127.0083334,주차장,공영주차장,가능
중화동(구),중랑구,11,중랑구 중화동 61-2,37.59435609,127.0723079,주차장,공영주차장,불가능
신사동 529 주차장(민영),강남구,11,강남구 신사동 529-5,37.52313,127.021481,주차장,민영주차장,불가능
대광주차장(민영),강북구,11,강북구 미아동 58-2,37.61263054,127.0296034,주차장,민영주차장,불가능
삼양주차장(민영),강북구,11,강북구 미아동 791-1537,37.62527464,127.0132736,주차장,민영주차장,불가능
영신주차장(민영),강북구,11,강북구 미아동 473-161,37.61516134,127.0263694,주차장,민영주차장,불가능
삼팔주차장(민영),강서구,11,강서구 화곡동 1026-22,37.54483274,126.8377856,주차장,민영주차장,불가능
대건주차장(민영),구로구,11,구로구 개봉동 247-4,37.49511778,126.8494766,주차장,민영주차장,불가능
도봉동 384-1 음식점 주차장(민영),도봉구,11,도봉구 도봉동 384-1,37.68983097,127.0397825,주차장,민영주차장,불가능
삼거리주차장(민영),동대문구,11,동대문구 이문동 256-358,37.60321817,127.0624164,주차장,민영주차장,불가능
대승 유료 주차장(민영),마포구,11,마포구 노고산동 31-216,37.553858,126.937246,주차장,민영주차장,불가능
대도(민영),성동구,11,성동구 홍익동 93-0,37.56709367,127.03109,주차장,민영주차장,불가능
럭키주차장(민영),성북구,11,성북구 장위동 152-1,37.61927883,127.0526813,주차장,민영주차장,불가능
현대주차장(민영),성북구,11,성북구 종암동 3-163,37.5988254,127.0364886,주차장,민영주차장,불가능
금정 유료주차장(민영),송파구,11,송파구 석촌동 182-4,37.50752547,127.1038578,주차장,민영주차장,불가능
유료 주차장(민영),송파구,11,송파구 잠실동 186-9,37.51030668,127.0842561,주차장,민영주차장,불가능
제일주차장(민영),용산구,11,용산구 한남동 639-6,37.53264784,127.0054775,주차장,민영주차장,불가능
MYCJ(민영),종로구,11,종로구 내자동 167-1,37.57530058,126.9704662,주차장,민영주차장,불가능
연지주차장(민영),종로구,11,종로구 연지동 234-1,37.57301934,127.0001308,주차장,민영주차장,불가능
구산주차장(민영),중구,11,중구 필동1가 10-9,37.56158675,126.9919122,주차장,민영주차장,불가능
신호등 주차장(민영),중랑구,11,중랑구 중화동 311-60,37.60237159,127.0765863,주차장,민영주차장,불가능
제일1주차장(민영),중랑구,11,중랑구 면목동 353-8,37.57784936,127.0851203,주차장,민영주차장,불가능
두리빌딩 주차장,강남구,10,강남구 신사동 522-10 ,37.52059468,127.0204672,주차장,공영주차장,가능
유니언타운 강남 주차장,강남구,10,강남구 역삼동 649-0,37.49963133,127.029605,주차장,공영주차장,가능
테헤란로78길(구),강남구,10,강남구 대치동 1011-6 포스코 센터 옆길,37.505566,127.055468,주차장,공영주차장,불가능
영동대로,강남구,10,일원동 703-3 ~ 일원동 703-2,37.48826217,127.0747151,주차장,공영주차장,가능
영동대로,강남구,10,일원동 703-2 맞은편 ~ 일원동 703-3 맞은편,37.48757976,127.0745533,주차장,공영주차장,가능
방신시장 고객주차장(구),강서구,10,강서구 방화동 858-0,37.57201886,126.8134624,주차장,공영주차장,불가능
초록마을로,강서구,10,까치산로 59 ~ 화곡로 226,37.5447428,126.8453708,주차장,공영주차장,가능
가마산로,구로구,10,가마산로 264 ~ 가마산로 284,37.49569941,126.8899786,주차장,공영주차장,불가능
은행나무로,금천구,10,은행나무로10길 6 ~ 금하로24길 4-1,37.45083885,126.9065022,주차장,공영주차장,가능
노원빌딩 주차장,노원구,10,노원구 상계동 336-0 ,37.65660558,127.0632879,주차장,공영주차장,가능
하나제2빌딩 주차장,도봉구,10,도봉구 쌍문동 88-105,37.64918981,127.0346927,주차장,공영주차장,가능
홍릉로,동대문구,10,홍릉로 40 ~ 홍릉로 54,37.58497982,127.0437644,주차장,공영주차장,가능
퀸즈 오스티엘 주차장,마포구,10,마포구 노고산동 31-11 ,37.55467184,126.9375704,주차장,공영주차장,가능
통일로,서대문구,10,의주로2가 64-1 ~ 의주로2가 27-4,37.56077673,126.9703833,주차장,공영주차장,가능
방배역 노상 공영주차장(구),서초구,10,서초구 방배동 91-16,37.48266573,126.9967166,주차장,공영주차장,불가능
인성빌딩 주차장,서초구,10,서초구 잠원동 20-5,37.51555208,127.0192649,주차장,공영주차장,가능
개화산역 공영주차장(시),강서구,322,강서구 방화동 845-0,37.57224302,126.8051898,주차장,공영주차장,가능
메디씨티 빌딩 주차장,송파구,10,송파구 잠실동 184-1,37.51141562,127.0834887,주차장,공영주차장,가능
가든빌딩 주차장,영등포구,10,영등포구 여의도동 45-18,37.5200062,126.9286092,주차장,공영주차장,가능
영등포로터리 공영주차장(시),영등포구,10,영등포구 영등포동1가 111-1,37.51815768,126.9115306,주차장,공영주차장,불가능
태양빌딩앞 노상주차장(구),영등포구,10,영등포구 여의도동 4-4,37.52039329,126.9300717,주차장,공영주차장,불가능
대학로 바탕골 주차장,종로구,10,종로구 동숭동 1-60,37.58189389,127.0025849,주차장,공영주차장,가능
평창동(구),종로구,10,종로구 평창동 114-3,37.61150895,126.9772288,주차장,공영주차장,불가능
공유) 동화동 07(003~012구간)(구),중구,10,중구 신당동 50-13,37.5623214,127.017511,주차장,공영주차장,불가능
서울스퀘어빌딩앞 이륜차 전용주차장(시),중구,10,중구 남대문로5가 541-0 0,37.55507216,126.9732338,주차장,공영주차장,불가능
리고빌딩 (민영),강남구,10,강남구 논현동 224-21,37.510556,127.035317,주차장,민영주차장,불가능
붕붕유료주차장(민영),강남구,10,강남구 청담동 87-5,37.52378362,127.0407198,주차장,민영주차장,불가능
승영주차장(민영),강남구,10,강남구 신사동 515-0,37.51809641,127.0216085,주차장,민영주차장,불가능
동북주차장(민영),강북구,10,강북구 미아동 1346-1,37.61968522,127.0196255,주차장,민영주차장,불가능
삼원주차장(민영),강북구,10,강북구 수유동 286-7,37.64498397,127.0151729,주차장,민영주차장,불가능
고운주차장(민영),관악구,10,관악구 봉천동 931-3,37.48281307,126.9419509,주차장,민영주차장,불가능
명진유료주차장(민영),관악구,10,관악구 신림동 1659-30,37.48093884,126.9045873,주차장,민영주차장,불가능
바르바주차장(민영),관악구,10,관악구 신림동 1655-27,37.48189473,126.9013809,주차장,민영주차장,불가능
신성주차장(민영),관악구,10,관악구 신림동 585-50,37.47753786,126.9165008,주차장,민영주차장,불가능
천심주차장(민영),관악구,10,관악구 신림동 1416-36,37.4876187,126.9310892,주차장,민영주차장,불가능
한솔주차장(민영),관악구,10,관악구 봉천동 494-10,37.48746625,126.947036,주차장,민영주차장,불가능
가리봉주차장(민영),구로구,10,구로구 가리봉동 125-15,37.48006528,126.8888859,주차장,민영주차장,불가능
대신주차장(민영),구로구,10,구로구 구로동 83-5,37.49460219,126.8885028,주차장,민영주차장,불가능
로타리주차장(민영),구로구,10,구로구 가리봉동 127-10,37.4798298,126.8900099,주차장,민영주차장,불가능
삼칠주차장(민영),구로구,10,구로구 오류동 136-38,37.49231702,126.8424794,주차장,민영주차장,불가능
여울촌(민영),노원구,10,노원구 공릉동 517-20,37.62380841,127.0747874,주차장,민영주차장,불가능
제일 주차장(민영),동대문구,10,동대문구 이문동 296-3,37.59686906,127.0624448,주차장,민영주차장,불가능
동작주차장(민영),동작구,10,동작구 노량진동 312-22,37.50733932,126.9395712,주차장,민영주차장,불가능
대우(민영),서대문구,10,서대문구 창천동 5-28,37.55868052,126.9397565,주차장,민영주차장,불가능
삼우(민영),서대문구,10,서대문구 북아현동 125-15,37.55841406,126.9571914,주차장,민영주차장,불가능
연희동손칼국수(민영),서대문구,10,서대문구 연희동 132-50,37.56811576,126.9306861,주차장,민영주차장,불가능
동아(민영),서초구,10,서초구 서초동 1327-5,37.49563144,127.0277342,주차장,민영주차장,불가능
삼영주차장(민영),서초구,10,서초구 반포동 722-3,37.50935982,127.0217323,주차장,민영주차장,불가능
삼호(민영),서초구,10,서초구 양재동 269-2,37.47547705,127.0437101,주차장,민영주차장,불가능
성진(민영),서초구,10,서초구 양재동 124-3,37.4767665,127.0378869,주차장,민영주차장,불가능
삼성(민영),성동구,10,성동구 도선동 252-0,37.56348438,127.0332345,주차장,민영주차장,불가능
보성주차장(민영),성북구,10,성북구 장위동 50-42,37.61179427,127.0580028,주차장,민영주차장,불가능
새마을주차장(민영),성북구,10,성북구 정릉동 139-55,37.60291398,127.0136449,주차장,민영주차장,불가능
뚝섬유수지(평면) 공영주차장(구),성동구,352,성동구 성수동1가 685-63,37.54982,127.041794,주차장,공영주차장,가능
송천(민영),성북구,10,성북구 길음동 483-1,37.61234563,127.0283131,주차장,민영주차장,불가능
제일주차장(민영),성북구,10,성북구 석관동 323-15,37.60661972,127.0616291,주차장,민영주차장,불가능
강진빌딩(민영),송파구,10,송파구 문정동 64-7,37.48415874,127.1258357,주차장,민영주차장,불가능
도봉산역 공영주차장(시),도봉구,358,도봉구 도봉동 288-19,37.68972069,127.0448386,주차장,공영주차장,가능
GS타임즈영등포제2점 주차장(민영),영등포구,10,영등포구 영등포동4가 98-11,37.51828726,126.9045641,주차장,민영주차장,불가능
국제주차장(민영),용산구,10,용산구 한강로3가 63-23,37.52661664,126.9686878,주차장,민영주차장,불가능
이태원주차장(민영),용산구,10,용산구 이태원동 127-36,37.53410299,126.9948038,주차장,민영주차장,불가능
한일정육식당주차장(민영),용산구,10,용산구 보광동 96-6,37.52551352,127.0011515,주차장,민영주차장,불가능
갈현주차장(민영),은평구,10,은평구 갈현동 391-21,37.62530217,126.9194138,주차장,민영주차장,불가능
대조(민영),은평구,10,은평구 대조동 198-23,37.61750359,126.9201953,주차장,민영주차장,불가능
상운주차장(민영),은평구,10,은평구 역촌동 33-43,37.60327756,126.9180372,주차장,민영주차장,불가능
광장(민영),종로구,10,종로구 예지동 167-3,37.56953745,126.9976293,주차장,민영주차장,불가능
중원주차장(민영),종로구,10,종로구 혜화동 185-0,37.58398113,127.0021817,주차장,민영주차장,불가능
천일(민영),종로구,10,종로구 숭인동 202-37,37.57327427,127.0217582,주차장,민영주차장,불가능
삼정주차장(민영),중구,10,중구 태평로2가 69-5,37.56268185,126.97688,주차장,민영주차장,불가능
토탈주차장(민영),중구,10,중구 광희동2가 303-25,37.56346721,127.0076801,주차장,민영주차장,불가능
대성 주차장(민영),중랑구,10,중랑구 망우동 411-28,37.59309593,127.0994448,주차장,민영주차장,불가능
Y&K빌딩 주차장,강남구,9,강남구 논현동 111-20,37.51890758,127.0404257,주차장,공영주차장,불가능
가로공원공영주차장(구),양천구,376,양천구 신월동 263-0,37.5363308,126.8322604,주차장,공영주차장,가능
도산대로,강남구,9,도산대로 423 ~ 도산대로 407,37.52352176,127.0402358,주차장,공영주차장,불가능
삼성로,강남구,9,삼성로 29 ~ 삼성로 29,37.48800586,127.0663786,주차장,공영주차장,불가능
NH농협은행 강북중앙지점 주차장,강북구,9,강북구 수유동 174-5,37.64062107,127.0279839,주차장,공영주차장,불가능
