,고유번호,시설명,담당구,주소,연락처,홈페이지,추천수,주출입구 접근로 여부,장애인 전용 주차구역 여부,주출입구 높이차이 제거 여부,장애인용 승강기 여부,장애인 화장실 여부,장애인용 객실 이용가능 여부,장애인용 관람석 이용가능 여부,장애인 매표소 여부,시각장애인 편의서비스 여부,청각장애인 편의서비스 여부,안내 서비스 여부,휠체어 대여 여부,위도,경도
1812,2931,대광초등학교,성북구,서울시 성북구 안암로  5,02-923-2032,www.daegwang.or.kr,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5828739,127.0284773
1813,4445,이화어린이집,종로구,서울시 종로구 율곡로20길 3,02-747-2686,,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.5749232,127.0051274
1814,2457,밀알학교,강남구,서울시 강남구 일원로 90,02-3412-1134,www.miral.sc.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4859112,127.0821906
1815,3499,숭실대학교학생회관,동작구,서울시 동작구 매봉로 43,02-820-0114,www.ssu.ac.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5069456,126.9512421
1816,3500,서울시립대학교,동대문구,서울시 동대문구 서울시립대로 163,02-6490-6114,www.uos.ac.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.583383,127.0593032
1817,4166,행복한어린이집,도봉구,서울시 도봉구 덕릉로59자길 15,02-990-5792,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.6408061,127.0363168
1818,378,마천2동주민센터,송파구,서울시 송파구 마천로  287,02-2147-4150,http://www.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&cate_id=BC0700000000,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5015746,127.138244
1819,89,노량진1동주민센터,동작구,서울시 동작구 장승배기로28길 30,02-820-2984,http://www.dongjak.go.kr/dong/main/main.do?dongCode=01,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5121951,126.9420506
1820,213,신월1동주민센터,양천구,서울시 양천구 곰달래로1길 38,02-2620-4050,http://place.map.daum.net/7978951,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5327673,126.831519
1821,4490,월계2동어린이집,노원구,서울시 노원구 월계로45길 21,02-992-6087,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.6265367,127.0496774
1822,1652,소망교회(증축),강남구,서울시 강남구 압구정로36길 55,02-512-9191,www.somang.net/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5253604,127.0317681
1823,1899,왕도교회,성동구,서울시 성동구 무학봉길  1,02-2293-9673,www.owangdo.or.kr,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5607632,127.0281856
1824,5328,IT프리미어타워,금천구,서울시 금천구 가산디지털1로  88,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4770244,126.8826848
1825,1429,CGV압구정,강남구,서울시 강남구 압구정로30길  45,1544-1122,http://www.cgv.co.kr/,0,Y,Y,Y,N,N,N,Y,N,N,N,N,N,37.5246971,127.0291472
1826,2819,신미림초등학교,구로구,서울시 구로구 신도림로 26,02-2676-8644,www.sinmirim.es.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5069274,126.8794934
1827,751,일원본동 우체국,강남구,서울시 강남구 광평로20길 8,02-2226-0004,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.4830532,127.0865019
1828,4681,수서경찰서,강남구,서울시 강남구 테헤란로 114,02-459-0112,http://www.smpa.go.kr/ss/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5082377,127.066958
1829,5398,양평동 이노플렉스,영등포구,서울시 영등포구 양산로 57-5,02-2675-0134,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5255278,126.8893428
1830,2975,성서초등학교,마포구,서울시 마포구 성미산로7길 24,02-3141-9544,www.sseo.es.kr,0,N,Y,N,N,Y,N,N,N,N,N,N,N,37.5605411,126.9111163
1831,2141,세브란스병원(일반병동),서대문구,서울시 서대문구 연세로 50,02-1599-1004,sev.iseverance.com/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.564089,126.9389809
1832,2144,삼성제일병원신관,중구,서울시 중구 남대문로 81,,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5647202,126.9817016
1833,2170,세란병원,종로구,서울시 종로구 통일로 256,02-737-0181,www.seran.co.kr/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.5751936,126.9575253
1834,4438,키즈온어린이집,송파구,서울시 송파구 오금로23길  18,02-420-9135,http://club.cyworld.com/kidson,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5110375,127.1166721
1835,3705,정성어학원,강서구,서울시 강서구 공항대로  383,02-2063-3900,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5533338,126.8510294
1836,3708,(주)박정어학원,강남구,서울시 강남구 논현로 843,02-547-0509,www.pjenglish.com,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.524355,127.0279482
1837,3712,와세다 에듀학원(정빌딩),강남구,서울시 강남구 강남대로94길  13,02-554-3669,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5004444,127.0313861
1838,3902,     이림어런이집,강동구,서울시 강동구 양재대로97길 44,02-486-5929,,2,N,Y,Y,N,N,N,N,N,N,N,N,N,37.5316055,127.1348401
1839,4560,새한어린이집,송파구,서울시 송파구 도곡로62길 21,02-414-9363,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5038761,127.0790233
1840,3893,샤론어린이집,금천구,서울시 금천구 시흥대로39길 48-3,02-808-1556,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.4467419,126.9006516
1841,4540,신혜원어린이집,중랑구,서울시 중랑구 상봉로12가길 1,02-432-8292,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5905668,127.0941756
1842,4745,용문동우체국,용산구,서울시 용산구 원효로41길 47,02-714-2005,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5352617,126.9598918
1843,2182,세브란스새병원,서대문구,서울시 서대문구 연세로 50,02-1599-1004,sev.iseverance.com/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.564089,126.9389809
1844,2045,롯데백화점 관악점,관악구,서울시 관악구 봉천로  209,02-833-2500,www.store.lotteshopping.com/,1,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4831563,126.9460824
1845,2064,월드할인마트,은평구,서울시 은평구 진흥로1길 28,02-384-1256,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.6029255,126.9189574
1846,2111,홈플러스 동대문점,동대문구,서울시 동대문구 천호대로 133,02-2173-8000,www.homeplus.co.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5745108,127.0387578
1847,2120,광희시장,중구,서울시 중구 동호로20길  24,02-2238-4352,www.kwangheesijang.com/,0,Y,N,Y,Y,Y,N,N,N,N,N,N,N,37.5600193,127.0095093
1848,2222,에이치큐브병원,도봉구,서울시 도봉구 도봉로   604,02-900-2000,www.hcube.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6703415,127.0407797
1849,3895,구립미래클어린이집,관악구,서울시 관악구 법원단지2길 15-4,02-863-7001,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.4736418,126.9198071
1850,4930,W저축은행,강남구,서울시 강남구 도곡로 414,02-3015-6030,,1,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4967503,127.0559205
1851,4926,기업은행면목동지점,중랑구,서울시 중랑구 겸재로 154,02-434-7046,http://www.ibk.co.kr/,1,N,N,N,N,N,N,N,N,N,N,N,N,37.587516,127.0848463
1852,4165,빗살어린이집,강동구,서울시 강동구 구천면로17길 22,02-477-2141,www.bschild.kidis.co.kr,0,N,Y,Y,N,N,N,N,N,N,N,N,N,37.542623,127.1236491
1853,4171,사임당어린이집,노원구,서울시 노원구 한글비석로1길 27,02-973-3423,http://cafe.daum.net/9733423,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.638897,127.0703659
1854,1527,좋은샘교회,강서구,서울시 강서구 등촌로 197,,,0,N,Y,Y,N,N,N,N,N,N,N,N,N,37.5474651,126.8627325
1855,655,제기동우체국,동대문구,서울시 동대문구 고산자로  476,02-968-2006,,1,Y,N,Y,N,Y,N,N,N,N,N,N,N,37.58234880000001,127.0379096
1856,2652,대곡초등학교,강남구,서울시 강남구 남부순환로 3022,02-565-1942,www.seouldaegok.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4943322,127.0646926
1857,612,상암파출소(상암치안센터),마포구,서울시 마포구 매봉산로 76,02-309-9525,,0,N,Y,Y,N,Y,N,N,N,N,N,N,N,37.5782243,126.8938226
1858,1763,은파교회,강북구,서울시 강북구 도봉로29길 24,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.6205188,127.0269195
1859,4813,독산1동주민센터,금천구,서울시 금천구 시흥대로123길 11,02-2627-2503,http://doksan1.geumcheon.go.kr/,0,N,N,Y,Y,N,N,N,N,N,N,N,N,37.470175,126.8970301
1860,2611,유석초등학교,강서구,서울시 강서구 화곡로69길 9,02-3661-6718,www.yooseok.es.kr/,1,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5598894,126.8534143
1861,5521,강북삼성병원 장례식장,종로구,서울시 종로구 새문안로 29,02-2001-1081,http://www.moonsang.co.kr/,0,N,Y,Y,Y,N,N,N,N,N,N,N,N,37.5683585,126.9674846
1862,2133,동신병원(구관),서대문구,서울시 서대문구 연희로 272,02-396-9161,www.dshospital.co.kr/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.58115590000001,126.9365265
1863,2172,동신병원신관(동욱빌딩),서대문구,서울시 서대문구 연희로 276,02-396-9161,www.dshospital.co.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5816521,126.9366043
1864,2236,하나 이비인후과 병원,강남구,서울시 강남구 역삼로 245,02-6925-1111,www.hanaent.co.kr/,3,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4978534,127.0429632
1865,2672,상천초등학교,노원구,서울시 노원구 덕릉로 443,02-938-0204,www.sangchun.es.kr,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6462819,127.0581071
1866,2481,진달래유치원,중랑구,서울시 중랑구 상봉중앙로1가길 13,02-434-7993,www.jinkids.co.kr,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5986944,127.0868407
1867,2640,신천초등학교,송파구,서울시 송파구 올림픽로 215,02-422-0289,www.sh.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5137862,127.0953838
1868,2862,백산초등학교,금천구,서울시 금천구 시흥대로38길 78,02-802-6475,www.backsan.es.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4466467,126.905247
1869,678,일원동 우체국,강남구,서울시 강남구 양재대로55길 20,02-459-2500,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4921538,127.0877843
1870,5619,고려대학교 화정체육관,성북구,서울시 성북구 안암동 고려대학교 (안암로 145),,,0,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,37.590799,127.0277773
1871,4776,동대문경찰서,동대문구,서울시 동대문구 약령시로21길  29,02-968-0112,,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5842481,127.0454379
1872,5297,대륭포스트타워2차,구로구,서울시 구로구 디지털로  306,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4833793,126.8941131
1873,4785,도봉구청,도봉구,서울시 도봉구 마들로  656,02-2091-2120,http://www.dobong.go.kr/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.6676581,127.049132
1874,3093,은평중학교,은평구,서울시 은평구 갈현로17나길 12-1,02-382-3545,www.eunpyeong.ms.kr,0,N,Y,N,Y,Y,N,N,N,N,N,N,N,37.6107316,126.9084436
1875,2549,동산유치원,금천구,서울시 금천구 시흥대로152길 35,02-866-6571,,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.4768604,126.9009534
1876,3111,배화여자중학교,종로구,서울시 종로구 필운대로1길 34,02-725-6451,http://www.paiwha.ms.kr/,0,N,Y,Y,N,Y,N,N,N,N,N,N,N,37.5793895,126.9653816
1877,3119,북악중학교,성북구,서울시 성북구 정릉로12길  41,02-910-2311,www.bugak.ms.kr,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.6063433,127.0017925
1878,2924,남명초등학교,양천구,서울시 양천구 중앙로23길 3,02-2607-5092,www.nammyeong.es.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5153939,126.8538873
1879,2928,묵현초등학교,중랑구,서울시 중랑구 동일로157길 75,02-977-9462,www.mh.es.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6089983,127.073615
1880,3615,진학학원,금천구,서울시 금천구 금하로 773,02-809-2222,,0,Y,N,N,Y,N,N,N,N,N,N,N,N,37.4503783,126.9157351
1881,3781,노원어린이도서관,노원구,서울시 노원구 한글비석로 346,02-933-7145,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6580084,127.076284
1882,3278,청원고등학교,노원구,서울시 노원구 한글비석로 506,02-3399-7771,http://www.cheongwon.hs.kr/,0,N,Y,N,N,N,N,N,N,N,N,N,N,37.66602839999999,127.0620129
1883,3740,청담어학원,송파구,서울시 송파구 위례성대로  106,02-420-9407,http://cdi.chungdahm.com/songpa/about/location.aspx,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.5132079,127.1229459
1884,2680,은혜초등학교,은평구,서울시 은평구 통일로78가길  20,02-355-3912,www.eunhye.es.kr/,0,Y,N,Y,N,N,N,N,N,N,N,N,N,37.6186805,126.9273283
1885,2685,내발산초등학교,강서구,서울시 강서구 강서로46길 23,02-3662-7565,www.nbs.es.kr/,0,Y,N,Y,Y,Y,N,N,N,N,N,N,N,37.551248,126.8377005
1886,2635,덕의초등학교,구로구,서울시 구로구 고척로 213,02-2685-0928,www.dukeui.es.kr/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5062766,126.8567988
1887,3738,와이즈만영재교육학원,은평구,서울시 은평구 연서로 152,02-356-2248,http://www.askwhy.co.kr/,0,Y,Y,N,Y,N,N,N,N,N,N,N,N,37.6124196,126.9177779
1888,3756,강북세일학원,성북구,서울시 성북구 정릉로48길 13,02-934-3131,http://gb.seiledu.com/,0,N,Y,Y,N,Y,N,N,N,N,N,N,N,37.6032324,127.0267937
1889,1685,정원교회,송파구,서울시 송파구 동남로14길  17-45,,,0,N,Y,Y,N,N,N,N,N,N,N,N,N,37.4927992,127.1323064
1890,4151,주은사랑어린이집,도봉구,서울시 도봉구 노해로51길 22-3,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.6520129,127.0303629
1891,802,동작어린이도서관,동작구,서울시 동작구 장승배기로16길 98,02-823-6750,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5091646,126.9434213
1892,927,성가치과,은평구,서울시 은평구 서오릉로  166,,,0,Y,N,Y,Y,N,N,N,N,N,N,N,N,37.61144609999999,126.9153066
1893,3353,고려사대부속고등학교,성북구,서울시 성북구 정릉로  161,02-914-7483,http://www.koreahi.hs.kr,0,Y,Y,N,N,Y,N,N,N,N,N,N,N,37.6051317,127.0188453
1894,3169,문래중학교,영등포구,서울시 영등포구 선유서로13길  6,02-6712-0700,www.mullae.ms.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5202114,126.884443
1895,3711,21세기 연세학원,강북구,서울시 강북구 도봉로 189,02-985-0042,http://www.21cyonsei.net/,3,Y,Y,N,Y,N,N,N,N,N,N,N,N,37.6255836,127.0260503
1896,3305,수락고등학교,노원구,서울시 노원구 동일로245길 143,070-8677-2106,www.surak.net,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6827335,127.0535593
1897,2967,망원초등학교,마포구,서울시 마포구 방울내로5길 28,02-334-5188,www.mangwon.es.kr/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5608234,126.9008405
1898,4922,우리은행(동광빌딩),강서구,서울시 강서구 강서로 406,02-2608-2001,http://www.wooribank.com/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.5617172,126.8396375
1899,3241,풍성중학교,송파구,서울시 송파구 강동대로2길 27,02-2224-7700,www.pungsung.ms.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5255948,127.1127759
1900,5338,대성 D-POLIS 지식산업센터,금천구,서울시 금천구 서부샛길 606,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4793464,126.8768097
1901,4788,가양2동주민센터,강서구,서울시 강서구 허준로  93,02-2600-7825,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5663665,126.8522684
1902,3266,미양중고등학교,강북구,서울시 강북구 인수봉로 39,02-981-6872/02-982-6104,http://www.mi-yang.ms.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6232973,127.0122428
1903,2700,신상도초등학교,동작구,서울시 동작구 장승배기로 14,02-823-5461,www.shinsangdo.es.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5004006,126.9440809
1904,3128,백운중,도봉구,서울시 도봉구 도봉로129길  50,02-998-4035,www.baekwoon.ms.kr,0,Y,Y,N,N,Y,N,N,N,N,N,N,N,37.6555692,127.0366176
1905,3456,화곡고등학교,강서구,서울시 강서구 강서로45길 69,070-8277-2906,www.hwagok.hs.kr,0,N,Y,Y,N,N,N,N,N,N,N,N,N,37.5480514,126.831698
1906,4675,강북구민운동장,강북구,서울시 강북구 오현로 187-25,02-944-2910,,0,N,Y,Y,N,N,N,N,N,N,N,N,N,37.6295726,127.037716
1907,4680,독산2동 주민센터,금천구,서울시 금천구 범안로 1240-7,02-2627-2505,http://doksan2.geumcheon.go.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4660771,126.8997389
1908,3979,금주어린이집,금천구,서울시 금천구 시흥대로70길 34,02-808-1175,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.4563919,126.9015887
1909,4375,초원어린이집,중랑구,서울시 중랑구 용마산로125나길 15,02-2209-4546,,0,Y,Y,N,Y,Y,N,N,N,N,N,N,N,37.6035966,127.0996972
1910,2770,서울청운초등학교,종로구,서울시 종로구 자하문로 105,02-737-0218,www.chungwoon.es.kr,0,N,Y,Y,N,Y,N,N,N,N,N,N,N,37.5859741,126.9691707
1911,2525,오즈의 마법사 유치원,강남구,서울시 강남구 헌릉로618길 14,02-3411-1081,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.46424409999999,127.1066821
1912,2876,옥수초등학교,성동구,서울시 성동구 금호로1길   25,02-2297-8623,www.oksu.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5469816,127.0230124
1913,4599,장안어린이집,동대문구,서울시 동대문구 천호대로89길 58,02-2212-5178,,0,Y,N,N,N,N,N,N,N,N,N,N,N,37.5640193,127.069485
1914,2701,신상계초등학교,노원구,서울시 노원구 상계로 267,02-935-7095,www.sinsanggye.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.66747429999999,127.0757904
1915,3533,경기대학교 실습실,서대문구,서울시 서대문구 충정로7길 29-10,02-390-5114,www.kyonggi.ac.kr,0,N,Y,Y,N,Y,N,N,N,N,N,N,N,37.5630185,126.9626991
1916,2881,흑석초등학교,동작구,서울시 동작구 현충로 87,02-815-3276,www.heukseok.es.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5084802,126.9650367
1917,3501,경기대학교(학생회관),서대문구,서울시 서대문구 경기대로9길 24,02-390-5114,www.kyonggi.ac.kr,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5652583,126.9621734
1918,3411,동대부속고등학교,동대문구,서울시 동대문구 장안벚꽃로 201,02-6913-1577,http://www.ddbk.net/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5777907,127.0752098
1919,4940,국민건강보험공단,영등포구,서울시 영등포구 당산로 238,1577-1000,http://www.nhic.or.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5345508,126.9028465
1920,4767,잠원동주민센터,서초구,서울시 서초구 나루터로  38,02-2155-7532,http://www.seocho.go.kr/site/v4/index.jsp,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5155201,127.0154046
1921,5319,㈜우전앤한단,금천구,서울시 금천구 가산디지털1로  33-23,02-2105-0600,http://www.woojeon-handan.com/,0,Y,N,Y,N,N,N,N,N,N,N,N,N,37.4770244,126.8826848
1922,3231,서울시흥중학교,금천구,서울시 금천구 시흥대로38길 60,02-895-2301,www.shi-heung.ms.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4460493,126.9051484
1923,3577,정석학원,서대문구,서울시 서대문구 세검정로 90,02-396-3661,http://www.4umath.mdream.kr/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.5955145,126.9490796
1924,3391,동양고등학교,강서구,서울시 강서구 허준로 50,02-2657-0878,www.dongyang.hs.kr,0,N,Y,Y,N,Y,N,N,N,N,N,N,N,37.5687587,126.8470842
1925,2416,마리아병원,동대문구,서울시 동대문구 천호대로 20,02-2250-5555,www.mariababy.com/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5743146,127.0251596
1926,2832,신현초등학교,중랑구,서울시 중랑구 봉화산로 188,02-3421-0142,www.shinhyun.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6055132,127.0934688
1927,2840,역촌초등학교,은평구,서울시 은평구 은평로3길 25,02-352-2245,www.yeokchon.es.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.60173630000001,126.9142657
1928,3452,영동 고등학교,강남구,서울시 강남구 선릉로 742,02-542-5071,www.yd.hs.kr,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5205869,127.0426288
1929,4475,성일어린이집,성북구,서울시 성북구 동소문로24가길 13,02-926-0819,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5917295,127.0194689
1930,2954,서울 우신초등학교,영등포구,서울시 영등포구 신길로 190,02-834-2258,www.usin.es.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.509564,126.9118923
1931,5486,서울자동차운전학원,강서구,서울시 강서구 남부순환로  222,02-2665-6961,http://www.seouldriver.co.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5526864,126.8144267
1932,4035,새꿈어린이집,용산구,서울시 용산구 후암로57길 26,02-775-6514,,2,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.55236319999999,126.9733595
1933,2882,세검정초등학교,종로구,서울시 종로구 세검정로9길 1,02-379-3004,www.segumjung.es.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6033878,126.9608999
1934,3469,한양여자대학,성동구,서울시 성동구 왕십리로 222,02-2290-2114,www.hywoman.ac.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.55660659999999,127.0484194
1935,2995,송정중학교,강서구,서울시 강서구 남부순환로  121,02-2661-0478,www.songjeong.ms.kr,0,Y,N,Y,N,Y,N,N,N,N,N,N,N,37.5526864,126.8144267
1936,2568,광진초등학교,광진구,서울시 광진구 자양로40길 41,02-458-4693,www.gwangjin.es.kr/,0,Y,N,Y,Y,Y,N,N,N,N,N,N,N,37.5475128,127.0913267
1937,5479,용산2가동 공영주차장,용산구,서울시 용산구 신흥로 90,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5460443,126.9855627
1938,2659,온곡초등학교,노원구,서울시 노원구 한글비석로52길 59,02-937-7136,www.ongok.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6676082,127.0657902
1939,2560,정곡초등학교,강서구,서울시 강서구 방화대로50길  22,02-2666-6442,www.jk.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5771279,126.818234
1940,2877,송원초등학교,성동구,서울시 성동구 동일로43길 9,02-469-5074,www.ssw.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5542158,127.0694688
1941,3173,전동중학교,동대문구,서울시 동대문구 장안벚꽃로 291,02-2212-9265,www.jeondong.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5856607,127.0711099
1942,2968,서강초등학교,마포구,서울시 마포구 독막로 113,02-334-2410,www.sogang.es.kr/,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5483494,126.9265893
1943,2880,불암초등학교,노원구,서울시 노원구 중계로 178,02-932-5581,www.bulam.es.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.6510667,127.0806469
1944,2785,석관초등학교,성북구,서울시 성북구 돌곶이로22길 21,02-959-1391,www.seokgwan.es.kr/,0,N,Y,N,Y,Y,N,N,N,N,N,N,N,37.6108657,127.0587533
1945,2790,노량진초등학교,동작구,서울시 동작구 장승배기로 160,02-815-1274,www.noryangjin.es.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5113579,126.9409291
1946,2801,경일초등학교,성동구,서울시 성동구 뚝섬로  332,02-499-5225,www.kyongil.es.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5393129,127.05097
1947,3619,강북메가스터디,노원구,서울시 노원구 노해로 459,02-935-3378,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6542179,127.0589781
1948,2965,송중초등학교,강북구,서울시 강북구 오현로 9,02-985-1922,www.songjoong.es.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.6206627,127.0330493
1949,3022,남대문중학교,성북구,서울시 성북구 한천로95길  28,02-942-3184,www.namdaemoon.ms.kr/,0,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,37.6177747,127.0541194
1950,2440,서울 정애학교,강남구,서울시 강남구 봉은사로81길 16,02-540-7974,www.jungae.sc.kr/,0,Y,N,Y,Y,N,N,N,N,N,N,N,N,37.5143628,127.054425
1951,3166,강북중학교,강북구,서울시 강북구 한천로150길 67,02-999-4104,www.kangbuk.ms.kr,0,Y,N,Y,Y,Y,N,N,N,N,N,N,N,37.6449188,127.0259441
1952,3255,구로고등학교,구로구,서울시 구로구 가마산로27길 45,02-851-2064,www.kuro.hs.kr,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.4984981,126.8896924
1953,3260,태릉고등학교,중랑구,서울시 중랑구 신내로23길 36,02-974-6251,http://www.taereung.hs.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6188414,127.0849496
1954,2762,수암초등학교,노원구,서울시 노원구 중계로12길 9,02-3392-4277,www.suam.es.kr,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6478737,127.0813718
1955,2679,용원초등학교,노원구,서울시 노원구 섬밭로 144,02-948-5302,www.yong1.es.kr,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.6296027,127.0688662
1956,627,양재동우체국,서초구,서울시 서초구 남부순환로356길 5,02-573-0116,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.4846765,127.0377593
1957,4789,화양동주민센터,광진구,서울시 광진구 능동로17길 39,02-450-1515,http://www.gwangjin.go.kr/office/index.jsp?dongId=15,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5464057,127.0713268
1958,5325,스타밸리,금천구,서울시 금천구 디지털로9길  99,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4803077,126.8859887
